,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal,survey
11,37,37,37,37,CONCERNGRPc_W49,"{1.0: 'Concerned a lot', 2.0: 'Concerned a little', 3.0: 'Not concerned', 99.0: 'Refused'}","How concerned are you, if at all, about how much personal information your employer might know about you?","['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W49
12,43,43,43,43,CONTROLGRPc_W49,"{1.0: 'A lot of control', 2.0: 'A little control', 3.0: 'No control', 99.0: 'Refused'}","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?","['A lot of control', 'A little control', 'No control', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W49
13,55,55,55,55,PP5e_W49,"{1.0: 'Very confident', 2.0: 'Somewhat confident', 3.0: 'Not too confident', 4.0: 'Not confident at all', 99.0: 'Refused'}","How confident are you, if at all, that companies will be held accountable by the government if they misuse or compromise your data?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
14,60,60,60,60,GOVREGV1_W49,"{1.0: 'More regulation', 2.0: 'Less regulation', 3.0: 'About the same amount', 99.0: 'Refused'}",How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['More regulation', 'Less regulation', 'About the same amount', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W49
15,64,64,64,64,PWMAN2_W49,"{1.0: ""Don't know what that is"", 2.0: 'My passwords are secure enough', 3.0: ""Don't need it"", 4.0: 'Too expensive', 5.0: 'Too complicated', 6.0: ""Don't trust them"", 7.0: ""Don't think they are effective"", 8.0: 'Other reason', 9.0: 'Offline: does not have internet', 99.0: 'Refused'}",What is the main reason you do not use a password manager?,"[""Don't know what that is"", 'My passwords are secure enough', ""Don't need it"", 'Too expensive', 'Too complicated', ""Don't trust them"", ""Don't think they are effective"", 'Other reason', 'Offline: does not have internet', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 4.5]",Pew_American_Trends_Panel_W49
16,66,66,66,66,SMARTAPP_W49,"{1.0: 'Set them to update automatically', 2.0: 'Update them yourself as soon as you are notified a new version is available', 3.0: ""Update them yourself whenever it's convenient"", 4.0: 'Never install app updates', 99.0: 'Refused'}",How do you typically update the apps on your smartphone?,"['Set them to update automatically', 'Update them yourself as soon as you are notified a new version is available', ""Update them yourself whenever it's convenient"", 'Never install app updates', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
17,81,81,81,81,DATAUSEd_W49,"{1.0: 'Acceptable', 2.0: 'Unacceptable', 3.0: 'Not sure', 99.0: 'Refused'}",Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,"['Acceptable', 'Unacceptable', 'Not sure', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W49
18,90,90,90,90,FACE3c_W49,"{1.0: 'A great deal', 2.0: 'Somewhat', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies","['A great deal', 'Somewhat', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
0,2,2,2,2,SATLIFEc_W50,"{1.0: 'Very satisfied', 2.0: 'Somewhat satisfied', 3.0: 'Somewhat dissatisfied', 4.0: 'Very dissatisfied', 99.0: 'Refused'}",Please tell us whether you are satisfied or dissatisfied with your personal financial situation.,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W50
1,4,4,4,4,FAMSURV1_W50,"{1.0: 'Working full-time for pay', 2.0: 'Working part-time for pay', 3.0: 'Not working for pay at all', 99.0: 'Refused'}","At this point in your life, which of the following would be best for you personally?","['Working full-time for pay', 'Working part-time for pay', 'Not working for pay at all', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
2,5,5,5,5,FAMSURV2Ma_W50,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is being married in order for a man to live a fulfilling life?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
3,7,7,7,7,FAMSURV2Mc_W50,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
4,10,10,10,10,FAMSURV2Wa_W50,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is being married in order for a woman to live a fulfilling life?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
5,12,12,12,12,FAMSURV2Wc_W50,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is having children in order for a woman to live a fulfilling life?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
6,15,15,15,15,FAMSURV3_W50,"{1.0: ""Yes, even if they don't plan to get married"", 2.0: 'Yes, but only if they plan to get married', 3.0: 'No, never acceptable', 99.0: 'Refused'}",Do you think it is ever acceptable for an unmarried couple to live together?,"[""Yes, even if they don't plan to get married"", 'Yes, but only if they plan to get married', 'No, never acceptable', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
7,21,21,21,21,FAMSURV6_W50,"{1.0: 'Strongly favor', 2.0: 'Somewhat favor', 3.0: 'Somewhat oppose', 4.0: 'Strongly oppose', 99.0: 'Refused'}","How do you feel about allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits?","['Strongly favor', 'Somewhat favor', 'Somewhat oppose', 'Strongly oppose', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W50
8,26,26,26,26,FAMSURV9c_W50,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","How important, if at all, do you think it is for a person to buy a house before getting married?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W50
9,30,30,30,30,FAMSURV10c_W50,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W50
10,35,35,35,35,MOTHER_W50,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}",Is your mother living?,"['Yes', 'No', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W50
11,36,36,36,36,FATHER_W50,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}",Is your father living?,"['Yes', 'No', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W50
12,42,42,42,42,FAMSURV16_W50,"{1.0: 'Would like to be in a romantic relationship', 2.0: ""Don't want to be in a romantic relationship"", 3.0: ""Doesn't make much difference"", 99.0: 'Refused'}",Which of the following best describes your current situation? Would you say you,"['Would like to be in a romantic relationship', ""Don't want to be in a romantic relationship"", ""Doesn't make much difference"", 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W50
13,43,43,43,43,FAMSURV17_W50,"{1.0: 'Your spouse', 2.0: 'Your partner or boyfriend or girlfriend', 3.0: 'An adult child', 4.0: 'A sibling', 5.0: 'Your mother', 6.0: 'Your father', 7.0: 'A friend', 8.0: 'Another A family member', 9.0: 'Someone else', 99.0: 'Refused'}","Thinking about the adults in your life, who is the person you feel closest to?","['Your spouse', 'Your partner or boyfriend or girlfriend', 'An adult child', 'A sibling', 'Your mother', 'Your father', 'A friend', 'Another A family member', 'Someone else', 'Refused']","[1, 1, 1, 1, 1, 1, 1, 1, 1]",Pew_American_Trends_Panel_W50
14,45,45,45,45,PAR1_W50,"{1.0: 'Too much for your adult child(ren) ages 18 to 29', 2.0: 'Too little for your adult child(ren) ages 18 to 29', 3.0: 'About the right amount', 99.0: 'Refused'}","In general, do you think you do","['Too much for your adult child(ren) ages 18 to 29', 'Too little for your adult child(ren) ages 18 to 29', 'About the right amount', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W50
15,46,46,46,46,PAR2_W50,"{1.0: 'Too much for you', 2.0: 'Too little for you', 3.0: 'About the right amount', 99.0: 'Refused'}","In general, do you think your parents do mother does father does","['Too much for you', 'Too little for you', 'About the right amount', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W50
16,47,47,47,47,ROMRELDUR_W50,"{1.0: 'Less than 3 months', 2.0: '3 months to less than 6 months', 3.0: '6 months to less than 1 year', 4.0: '1 year to less than 3 years', 5.0: '3 years to less than 5 years', 6.0: '5 years or more', 99.0: 'Refused'}",How long have you been in your current romantic relationship?,"['Less than 3 months', '3 months to less than 6 months', '6 months to less than 1 year', '1 year to less than 3 years', '3 years to less than 5 years', '5 years or more', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]",Pew_American_Trends_Panel_W50
17,48,48,48,48,MARRDUR_W50,"{1.0: 'Less than one year', 2.0: '1 year to less than 3 years', 3.0: '3 years to less than 5 years', 4.0: '5 years to less than 10 years', 5.0: '10 years to less than 20 years', 6.0: '20 years or more', 99.0: 'Refused'}",Now thinking about your spouse how long have you and your spouse been married?,"['Less than one year', '1 year to less than 3 years', '3 years to less than 5 years', '5 years to less than 10 years', '10 years to less than 20 years', '20 years or more', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]",Pew_American_Trends_Panel_W50
18,49,49,49,49,COHABDUR_W50,"{1.0: 'Less than one year', 2.0: '1 year to less than 3 years', 3.0: '3 years to less than 5 years', 4.0: '5 years to less than 10 years', 5.0: '10 years to less than 20 years', 6.0: '20 years or more', 99.0: 'Refused'}",Now thinking about the partner you are currently living with how long have you and your partner been living together?,"['Less than one year', '1 year to less than 3 years', '3 years to less than 5 years', '5 years to less than 10 years', '10 years to less than 20 years', '20 years or more', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]",Pew_American_Trends_Panel_W50
19,53,53,53,53,ROMRELSER_W50,"{1.0: 'Very serious', 2.0: 'Somewhat serious', 3.0: 'Not too serious', 4.0: 'Not at all serious', 99.0: 'Refused'}",How serious would you say your current romantic relationship is?,"['Very serious', 'Somewhat serious', 'Not too serious', 'Not at all serious', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W50
20,55,55,55,55,FAMSURV20_W50,"{1.0: 'Yes, thought of it as a step toward marriage', 2.0: 'No, did not think of it as a step toward marriage', 99.0: 'Refused'}",When you started living with your partner did you think about it as a step toward marriage?,"['Yes, thought of it as a step toward marriage', 'No, did not think of it as a step toward marriage', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W50
21,65,65,65,65,FAMSURV23b_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was companionship a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
22,66,66,66,66,FAMSURV23c_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was you or your partner were pregnant a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
23,67,67,67,67,FAMSURV23d_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was wanted to have children someday a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
24,68,68,68,68,FAMSURV23e_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was it made sense financially a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
25,69,69,69,69,FAMSURV23f_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was it was convenient a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
26,70,70,70,70,FAMSURV23g_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was wanted to test your relationship a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W50
27,71,71,71,71,MARRYPREF1_W50,"{1.0: 'Want to get married someday', 2.0: ""Don't want to get married"", 3.0: 'Are not sure if you want to get married', 99.0: 'Refused'}","Thinking about the future, would you say you","['Want to get married someday', ""Don't want to get married"", 'Are not sure if you want to get married', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W50
28,72,72,72,72,MARRYPREF2_W50,"{1.0: 'Want to get married again someday', 2.0: ""Don't want to get married again"", 3.0: 'Are not sure if you want to get married again', 99.0: 'Refused'}","Thinking about the future, would you say you","['Want to get married again someday', ""Don't want to get married again"", 'Are not sure if you want to get married again', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W50
